run number;step;mean norm-perception;SD;median norm-perception;iqr;q1;q3;agent 1;agent 2;agent 3;agent 4;agent 5;agent 6;agent 7;agent 8;agent 9;agent 10;agent 11;agent 12;agent 13;agent 14;agent 15;agent 16;agent 17;agent 18;agent 19;agent 20;agent 21;agent 22;agent 23;agent 24;agent 25;agent 26;agent 27;agent 28;agent 29;agent 30;agent 31;agent 32;agent 33;agent 34;agent 35;agent 36;agent 37;agent 38;agent 39;agent 40;agent 41;agent 42;agent 43;agent 44;agent 45;agent 46;agent 47;agent 48;agent 49;agent 50;agent 51;agent 52;agent 53;agent 54;agent 55;agent 56;agent 57;agent 58;agent 59;agent 60;agent 61;agent 62;agent 63;agent 64;agent 65;agent 66;agent 67;agent 68;agent 69;agent 70;agent 71;agent 72;agent 73;agent 74;agent 75;agent 76;agent 77;agent 78;agent 79;agent 80;agent 81;agent 82;agent 83;agent 84;agent 85;agent 86;agent 87;agent 88;agent 89;agent 90;agent 91;agent 92;agent 93;agent 94;agent 95;agent 96;agent 97;agent 98;agent 99;agent 100
21;0;0.37;0.35;0.24;0.52;0.07;0.59;0.2;0.31;1;0.2;0.07;0.07;0.11;0.26;0.26;0.97;0.33;0.04;0.05;0.04;0.99;0.19;0.06;0.06;1;0.08;0.51;0.99;0.05;0.42;0;0.57;0.02;0.7;0;0.04;0.63;0.04;0.25;0.53;0.08;0.26;0.22;0.06;0.11;0.76;0.89;0.05;0;0.94;1;0.08;0.45;0.96;0.3;0.1;0.08;0.99;0.25;0.19;0.47;0.4;0.06;0.48;1;0.25;0.51;0.19;1;0.84;0.2;0.02;0.07;0.3;0.23;0.09;0.11;0.34;1;0.99;0.07;0.02;0.07;0.95;0.01;0.18;0.32;0.11;0.03;1;0.95;0.09;0.43;0.06;0.93;0;1;0.04;0.89;0.15;0.21;0.75;0.31;0.16;0.41;0.26
22;0;0.33;0.33;0.18;0.44;0.09;0.53;0.16;0.09;0.22;0.52;0.11;0.11;0.12;1;0.95;0.1;0.94;0.27;0.91;0.11;0.05;0.02;0.03;0.86;0.16;0.3;0.14;0.03;0.91;0.85;0.99;0.03;0.08;0.34;0.05;0.03;0.7;0.19;0.12;0.08;0.98;0.47;0.02;0.95;0.13;0.11;0.18;0.59;0.31;0.08;1;0.85;0.06;0.6;0.11;0.45;0.42;0.16;0.06;0.1;0.1;0.94;0.36;0.29;0.16;0.07;0.82;0.29;0.19;0.02;0.17;0;0.17;0.26;0.06;1;0.09;0.26;0.02;0.09;0.57;0.03;0.06;0.21;0.21;0.98;0.18;0.98;0.16;0.08;0.18;0.55;0.2;0.66;0.99;0.14;0.08;0.05;0.91;0.33;0.18;0.09;0.29;0.09;0.22;0.09
23;0;0.35;0.35;0.18;0.51;0.09;0.60;0.14;0.03;0.22;0.99;0.11;0.16;0.34;0.35;0.96;0.63;0.03;0.02;0.95;0.07;0.31;0.09;0.38;0.16;0.99;0.06;0.98;0.98;0;1;0.22;0.15;0.32;0.33;0.59;1;0.13;0.1;0.05;0.55;0.11;0.17;0.1;0.85;0.06;0.09;0.16;0.04;0.05;0.08;0.09;0.98;0.42;0.71;0.26;1;0.09;0.91;0.19;0.27;0.3;0.13;0;0.38;0.18;0.19;0.99;0.97;1;0.26;0.85;0.08;0.19;0.32;0.27;0.71;0.07;0.06;0.03;0.94;0.12;0.02;0.04;0.46;0.02;0.07;0.97;0.79;0.17;0.1;0.09;0.18;0.14;0.86;0.1;0.06;0.02;0.03;0.1;0.26;0.18;1;0.88;0.12;0;0.07
24;0;0.35;0.35;0.18;0.61;0.08;0.69;1;0.98;0.13;0.2;0.13;0.08;0.29;0.39;0.04;0.19;0.22;0;0;0.16;0.84;0.1;0.18;0.05;0.03;0.21;0.86;0.3;0.01;0.23;0.87;0.05;0.19;0.97;0.75;0.13;0.08;0.49;0.13;0.07;0.37;0.25;0.03;0.02;0.01;0.02;0.9;0.09;0.93;0.1;0.29;0.25;0.17;0.17;0.27;0.14;0.07;0.99;0.15;0.13;0.06;0.18;0.91;0.07;0.15;1;0.86;0.02;0.11;0.05;0.79;0.9;0.24;0.38;0.09;0.91;0.3;0.91;0.09;1;0.06;0.18;0.41;0.06;0.49;0.45;0.11;0.02;1;0.01;0.67;0.11;0.99;0.08;0.41;0.78;0.98;0.01;0.08;0.04;0.16;0.96;0.13;0.99;0.01;0.92
25;0;0.37;0.35;0.20;0.53;0.09;0.62;0.47;0.59;0.19;0.1;0.16;0.98;0.05;1;0.04;0.11;0.03;0.07;0.24;0.16;0.04;0.05;0.29;0.9;0.4;1;0.35;0.24;0.17;0.97;0.07;0.18;0.92;0.98;0.57;0.95;0.17;0.94;0;0.05;0.94;0.13;0.78;0.1;0.09;0.09;1;0.07;0.09;1;0.99;0.13;0.21;0.38;1;0.96;0.3;0.46;0.97;0.23;1;0.05;1;0.05;0.03;0.23;0.04;0.02;0.98;0.02;0.79;0.18;0.09;0.12;0.12;0.05;0.17;0.17;0.97;0.06;0.01;0.08;0.08;0.23;0.15;0.23;0.11;0.46;0.79;0.12;0.3;0.09;0.25;0.45;0.11;0.39;0.19;0.33;0.12;0.02;0.71;0.3;0.33;0.22;0.1;0.9
26;0;0.36;0.34;0.22;0.44;0.09;0.53;0.42;0.16;0.36;0.1;0.97;0.97;0.22;0.09;0.16;0.2;0.96;0.94;0.26;0.09;0.17;0.16;0.08;0.05;0.18;0.01;0.12;0.4;0.5;0.28;0.1;0.46;0.02;0.12;0.39;0.05;0.44;0.01;0.45;0.13;0.96;0.93;0.32;0.05;0.51;0;0.68;0.02;0.01;0.84;0.11;1;0.15;0.21;1;0.29;0.1;0.22;0.47;0.29;0.97;0.98;0.31;0.19;0.99;0.17;0.05;0.2;0.01;0.06;0.97;0;0.96;0.09;0.06;0.49;0.35;0.08;0.2;0.99;0.78;0.02;0.32;0.13;0.82;0.16;0.94;0.74;0.64;0.59;0.05;0.06;0.19;0.27;0.5;0.03;0.99;0.37;0.1;0.09;0.11;0.67;0.05;0.93;0.34;0.04
27;0;0.34;0.34;0.19;0.50;0.07;0.57;0.84;0.18;0.93;0.03;0.15;0.89;0.43;0.99;0.99;0.26;0;0.81;0.3;0.05;0.62;0.16;0.02;0.09;0.35;0.19;0.84;0.05;0.8;0.85;0.03;0.01;0.16;0.97;0.02;0.06;0.32;0.28;0.09;0.19;0.05;1;0.11;0.24;0.14;0.08;0;0.31;0.03;0.62;0.14;0.11;1;0.25;0.27;0.42;0.94;0.22;0.97;0.99;0.24;0.96;0.02;0.13;0.01;0.01;0.02;0.19;0.92;0.11;0.1;0.29;0.01;0.7;0.11;0.16;1;0.46;0.03;0.07;0.88;0.53;0.07;0.55;0.13;0.08;0.04;0.31;0.05;0.96;0.2;0.11;0.08;0.22;0.01;0.07;0.35;0.15;0.05;0.25;0.1;0.35;0.13;1;0.84;0.07
28;0;0.39;0.34;0.27;0.50;0.11;0.61;0.39;0.17;0.13;0.37;0.47;0.8;1;0.11;0.37;0.01;1;0.99;0.16;0.21;0;0.73;0.94;0.03;0.6;0.95;0.19;0.11;0.91;0.03;0.28;0.33;0.28;0.26;0.13;0.07;0.13;0.99;0.16;0.64;0.26;0.99;0.99;0.29;0.35;0.43;0.22;0.37;0.96;0;0.98;0.01;0.17;0.55;0.06;0.12;0.08;0;0.04;0.06;0.14;0.95;0.38;0.52;1;0.34;0.09;0.14;0.39;0.16;0.05;0.53;0.07;0.04;0.21;0.34;1;0.17;0.97;0.39;1;0.03;0.13;0.24;0.61;0.94;0.62;0.03;0.35;0.08;0.05;0.08;0.25;0.05;1;0.77;0.26;0.18;0.37;0.49;0.96;0.99;0.02;0.45;0.27;0.02
29;0;0.38;0.35;0.23;0.66;0.11;0.77;0.06;0.52;0.24;0.39;0.3;0.89;0.29;0.21;0.87;0.28;0.36;0.17;0.15;0.23;0.37;0.84;0.19;0.9;0.14;0.96;0.41;0.97;0.41;0.08;0.76;0.99;0.28;0.28;0.15;0.93;0.05;0.22;0.22;0.03;0.13;0.01;0.91;0.18;0.04;0.24;0.13;0.03;0.09;0.12;1;0.05;0.98;0.11;0.15;0.26;0.78;0.12;0.11;0;0.16;1;0.46;0.82;1;0.03;0.03;0.4;0.35;0.2;0.1;0.1;0.16;1;0.59;0.16;0.02;0.33;0.01;0.18;0.04;0.21;0.98;0.05;0.98;0.03;0.04;0.31;0.14;0.99;0.05;0.16;0.02;0.25;0.25;0.92;0.35;1;0.29;0.99;0.03;0.93;0.88;0.08;0.99;0.14
30;0;0.36;0.35;0.19;0.55;0.10;0.65;0.13;0.1;0.07;0.06;0.98;0.14;0.27;0.97;0.57;0.14;0.06;0.12;1;1;0.41;0.05;0.04;0.19;0.14;0.3;0.07;0.25;0.23;0.13;0.26;0.95;0.85;0.18;0.16;0.49;0.02;0.84;0.89;0.82;0.69;0.33;0.14;0;0.15;0.23;0.15;0.09;0.06;0.3;0.64;0.18;0.06;0.99;0.98;0.06;0.04;0.14;0.11;0.28;0.03;0.13;0.32;0.12;0.1;0.95;0.86;0.27;0.05;0.03;0.17;0.98;1;0.73;0.14;0.14;0.99;0.42;0.07;0.16;0.33;0.12;0.2;0.12;0.02;0.06;0.07;0.99;0;1;0.92;0.98;0.44;0.25;0.13;0.27;0;0.56;0.5;0.06;0.12;0.93;0.33;0.99;0.77;0.1
31;0;0.34;0.35;0.17;0.58;0.06;0.64;0.06;0.02;0.15;0.07;0.99;0.15;0.06;0.19;0.15;0.05;0.9;0.31;1;0.35;0.1;0.1;0.22;0.88;0.09;0.06;0.19;0.06;0.66;0.17;1;0.16;0.97;0.13;0.97;0.18;0.09;0.01;0.03;0.9;0.08;0.15;0.63;0.04;0.88;0;0.01;0.79;0.38;0.26;0.27;0.05;0.76;0.02;0.09;0.22;0.98;0.04;0.21;1;0.12;0.1;0.03;0.25;0.99;0.13;0.93;0.1;0.33;0.83;0.18;0.32;0.16;0.26;0.97;0.36;0.16;0.31;0.01;0.06;0.16;0.48;0.88;0.04;0;0.07;0.05;0.06;0.32;0.08;0;0.1;0.35;0.98;0.41;0.39;0.03;0.98;0.9;0.96;0.02;0.06;0.07;0.02;0.8;1
32;0;0.34;0.36;0.16;0.48;0.07;0.55;0.88;0.29;0.03;0.12;0.05;0.1;0.2;0.85;0.99;0.18;0.13;0.11;0.47;0.91;0.94;0.92;0.25;0.12;0.15;0.76;0.01;0.17;0.05;0.45;0.14;0.39;0.02;0.04;0.44;0.36;1;0.03;0.02;0.09;0.89;0.04;0;0.16;0.03;0.07;0.22;0.98;0.16;0.08;0.01;0.11;0;0.11;0.04;0.46;0.92;0.01;0.2;0.08;0.98;0.95;0.28;0.04;0.1;0.86;0.06;0.14;1;0.02;0.12;0.01;0.99;0.74;0.17;0.06;0.23;0.97;0.3;0.11;0.98;0.18;0;0.12;0.03;0.17;0.05;0.17;0.88;0.41;0.97;0.14;0.98;0.02;0.1;0.05;0.76;0.48;0.37;0.47;0.1;0.14;0.14;0.99;0.07;0.9
33;0;0.37;0.34;0.24;0.55;0.08;0.63;0.4;1;1;0.04;0.14;0.67;0.08;1;0.28;0.86;0.99;0.06;0.91;0.24;0.06;1;0.05;0.09;0.23;1;0.02;0.39;0.13;0.3;0.43;0.91;0.07;0.02;0.34;0.07;0.13;0.18;0.16;0.03;0.59;0.28;0.92;0.01;0.2;0.27;0.14;0.07;0.19;0.85;0.23;1;0.35;0.06;0.91;0.18;0.14;0.04;0.2;0.06;0.84;0.1;0.26;0.94;0.33;0.45;0.34;0.75;0.1;0.01;0.34;0.99;0.69;0.03;0.08;0.08;0.02;0.08;0.06;0.87;0.98;0.62;0.16;0.04;0.06;0.29;1;0.43;0.27;0.7;0.21;0.04;0.12;0.21;0.06;0.13;0.54;0.99;0.58;0.39;0.09;0.38;0.25;0.13;0.99;0.18
34;0;0.37;0.36;0.17;0.55;0.11;0.66;0.02;0.15;0.5;0.2;0.04;0.97;0.51;0.02;0.15;0.51;0.99;0.96;0.11;0.53;0.99;0.01;1;0.06;0.27;0.29;0.96;0.19;0.85;0.15;0.93;0.89;0.12;0.01;0.87;0.07;0.92;0.6;0.4;0.13;0.16;0.66;0.25;0.27;0.43;0.95;0.99;0.11;0.16;0.98;0.03;0.99;0.12;0.17;0.23;0.05;0.94;0.11;0.08;0.16;0.99;0.11;0.06;0.74;1;0.16;0.51;0.96;0.18;0.66;0.04;0.94;0.19;0.02;0.11;0.21;0.97;0.01;0.5;0.13;0.15;0.02;0.16;0.08;0.06;0.98;0.15;0.05;0.16;0.21;0.11;0.12;0.09;0.21;0.05;0.27;0.02;0;0.28;0.99;0.17;0.07;0.15;0.05;0.2;0.13
35;0;0.36;0.36;0.20;0.52;0.07;0.59;0.29;0.96;0.04;0.12;0.06;0.05;1;0.22;0.38;0.07;0.02;0.16;0.86;0.11;0.06;0.99;0.02;0.99;0.55;0.01;0.08;0.19;0.11;0.96;0.99;0.02;0.96;0.37;0.25;0.21;0.98;0;0.31;0.45;0.22;0.26;0.13;1;0.13;0.15;0.18;0.19;0.98;0.02;1;0.05;0.6;0.01;0.11;0.53;0.99;0.07;0.27;0.96;0.01;0.07;0.9;0.01;0.98;0.57;0.98;0.27;0.29;1;0.79;0.25;0.97;0.21;0.12;0.73;0.07;0;0.22;0.02;0.13;0.25;0.04;0.13;0.1;0.92;0.2;0.31;0.08;0.79;0.14;0.11;0.17;0.05;0.04;0.02;0.98;0.33;0.39;0.58;0.05;0.02;0.27;0.18;0.07;0.19
36;0;0.36;0.35;0.21;0.47;0.08;0.55;0.97;0.86;0.99;0.16;0.79;0.18;0.22;0.08;0.1;0.1;0.03;0.05;1;0.02;0.1;0.94;1;0.08;0.1;0.23;0.24;0.11;0.38;0.06;0.93;0.06;0.99;0.27;0.47;0.4;0.02;0.19;0.03;0.04;0.04;0.97;0.11;0.17;0.25;1;0.19;0.3;0.02;0.12;1;0.01;0.04;0.23;0.05;0.96;0.06;0.21;0.13;1;0.92;0.14;0.14;0.06;0.42;0.06;0.28;0.72;0.51;0.16;1;0.04;0.16;0.38;0.92;0.2;0.16;0.68;0.02;0;0.5;0.25;0.03;0.04;0.16;0.27;0.98;0.28;0.06;0.08;0.16;0.81;0.24;0.17;0.46;0.87;0.08;0.13;0.03;0.92;0.29;1;0.35;0.23;0.48;1
37;0;0.37;0.35;0.23;0.51;0.08;0.59;0.08;0.86;0.11;0.18;0.04;0.06;0.26;0.38;0.97;0.05;0.27;0;0.87;0.18;0.98;0.09;0.17;0.35;0.17;0.22;1;0.01;0.04;0.92;0.13;0.15;0.02;0.77;0.05;0.94;0.19;0.01;0;0.29;0.23;1;0.64;0.17;0.99;0.08;0.21;0.07;0.07;0.06;0.31;0.09;0.1;0.29;0.11;0.33;0.31;0.97;0.1;0.04;0.38;0.5;0.98;0;1;0.02;0.25;0.01;0.04;0.91;0.57;0.19;0.05;0.04;0.73;0.22;1;0.47;0.34;0.02;0.19;0.08;0.19;0.32;0.13;0.91;0.44;0.23;0.06;0.46;0.98;0.34;0.1;0.03;0.27;0.98;0.45;0.92;0.98;0.05;0.99;0.95;0.07;0.97;0.36;0.39
38;0;0.35;0.35;0.20;0.52;0.07;0.59;0.08;0.64;0.22;0.95;0.06;0.37;0.09;0.07;0.07;0.43;0.05;0.48;0.14;0.02;0;0.11;0.05;0.05;0.09;0.01;0.04;0.03;0.12;0.01;0.29;0;0.05;0.09;0.63;0;0.01;0.98;0.17;0.07;0.12;0.98;0.95;0.02;0.07;0.98;1;0.29;1;0.79;0.09;0.22;0.2;0.1;0.1;0.63;0.02;0.91;0.97;0.35;0.14;0.49;0.01;0.17;0.98;0.5;0.32;0.71;0.25;0.5;0.21;0.09;0.88;0.1;0.04;0.92;1;0.34;0.06;0.15;1;0.05;0.03;0.87;0.18;0.08;1;0.41;0.02;0.43;0.26;0.98;0.43;0.23;0.56;0.87;0.95;0.59;0.52;0.19;0.38;0.02;0.11;0.6;0.29;0
39;0;0.35;0.36;0.19;0.50;0.06;0.56;0.45;0.18;0.01;0.15;0.24;0.04;0.12;0.06;0.42;0.07;0.04;0.97;1;0.94;0.99;0.09;0.07;0.02;0.22;0.03;0.01;0.15;0.08;0.19;0.25;0.16;0.99;1;0.17;0.19;0.27;0.01;0.16;0.97;0.95;0;0.93;0.13;0.07;0.97;0.28;0.25;0.05;0.1;1;0.15;0.07;0.03;0.05;0.8;1;0.01;0.05;0.28;0.28;0.05;0.17;0.05;0.27;0.27;0.08;0.04;0.28;0.93;0.01;0.99;0.13;0.05;0.98;1;0.83;0.51;0.01;0.31;0.35;1;0.8;0.94;0.23;0.06;0.88;0.29;0.05;0.15;0.37;0.08;0.54;0.19;0.63;0.21;1;0.22;0.27;0.12;0.22;0.95;0.04;0.04;0.04;0.05
40;0;0.35;0.36;0.18;0.46;0.09;0.55;0.11;0;0.05;0.12;0.01;0.03;0.33;0.03;0.52;1;1;0.23;0.59;1;0.46;0.27;0.06;0.13;0.97;0.18;0.19;1;0.26;0.16;0.15;0.11;0.15;0.12;0.17;0.37;0.13;0.15;0.06;0.11;0.09;0.94;0.51;0.02;0.2;0.87;0.26;0.14;0.24;0.09;0.06;0.03;1;0.09;1;0.02;0.81;0.11;0.22;0.09;0;0.2;0.08;0.04;0.04;0.41;0.33;1;0.36;0.02;0.01;0.64;0.48;0.03;0.92;0.53;0.1;0.06;1;0.92;0.23;0.99;0.31;0.03;0.1;0.44;0.09;0.92;0.01;0.13;0.05;0.1;0.81;0.09;0.49;0.1;0.97;0.93;0.13;1;0.15;0.21;0;1;0.94;0.99
41;0;0.35;0.35;0.18;0.42;0.09;0.51;0;0.04;0.01;0.09;0.28;0.15;0.14;0.39;0.06;0.03;0.01;0.84;0.24;0.29;0.4;0.11;0.37;0.01;0.84;1;0.96;0.15;0.04;0.02;0.13;0.17;0.84;0.85;0.09;0.13;0.17;0.12;0.1;0.01;0.11;0.78;0.09;0.03;0.02;0.3;0.13;0.96;0.94;0.34;0.13;0.99;1;0.34;0.49;0.29;0.28;0.34;0.1;0.07;0.47;0.05;0.04;0.06;0.03;0.39;0.28;0.29;0.98;0.02;0.18;0.24;0.79;0.09;0.57;1;1;0.13;0.13;0.23;0.04;0.97;0.15;0.93;0.07;0.92;0.93;0.69;0.11;0.19;1;0;0.03;0.2;0.87;0.04;0.24;0.98;0.49;0.98;0.19;0.11;0.16;0.05;0.21;0.18
42;0;0.37;0.35;0.22;0.55;0.10;0.65;0.15;0.99;0.13;0.7;0.08;0.15;0.1;0.12;0.03;0.2;1;0;0.99;0.99;0.97;0.48;0.07;0.83;0.06;0.16;0.14;0.26;0.33;0.39;0.19;0.28;0.02;0.97;0.64;0.97;0.09;0.1;0.68;0.35;0.85;0.12;0.14;0.23;0.3;0.29;0.26;0.96;0.05;0.05;0.11;0.13;0.2;0.32;0.9;0.12;0.06;0.43;0.32;0.03;0.07;0.16;0.07;0.02;0.48;0.2;0.11;0.17;0.57;0.86;0.15;0.15;0.28;0.09;0.06;0.2;0.64;0.05;0.94;1;0.06;0.04;0.49;0.25;0.32;0;0.36;0.21;0.97;1;0.03;0.95;0.01;0.75;0.08;0.08;0.06;1;0.94;0.29;1;0.26;0.46;0.99;0.76;0.15
43;0;0.35;0.34;0.20;0.47;0.08;0.55;0.29;0.95;0.08;0.1;1;0.03;0.31;0.1;0.15;0.09;0.2;0.02;0.31;0.99;0.04;0.15;0.2;0.07;0.14;0.77;0.98;0.02;0.07;0.02;0.07;0.34;0.12;1;0.31;0.67;0.19;0.22;0.88;0.93;1;0.29;0.08;0.14;0.01;0.17;0.07;0.99;0.28;1;0.13;0.96;0.22;0.19;0.01;0.08;0.22;0.11;0.21;0.51;0.13;0.97;0.8;0.05;0.9;0.26;0.21;0.95;0.1;0.03;0.97;1;0.3;0.07;0.43;0.05;0.84;0.35;0.8;0.44;0.08;0.73;0.05;0.41;0.24;0.05;0.08;0.03;0.9;0.22;0.22;0.05;0.79;0.14;0.11;0.03;0.03;0.99;0.34;0.18;0.14;0.08;0.08;0.23;0.12;0.16
44;0;0.35;0.35;0.19;0.44;0.09;0.53;0.92;0.3;0.04;0.4;0.41;0.03;0.3;0.98;0.01;0.99;0.04;0.98;0.29;0.9;0.2;0.14;0.13;0.19;0.05;0.23;0.13;0.12;0.17;0.4;0.13;0.2;0.35;0.2;1;0.01;0.14;1;0.02;0.1;0.11;0.96;0.58;0.06;0.05;0.98;0.6;0.1;0.02;0.04;0.99;0.19;0.87;0.32;1;0.11;0.51;0.09;0.07;0.3;1;0.27;0.22;1;0.9;0.21;0.05;0.33;0.13;0.26;0.03;0.22;0.11;0.96;0.19;0.16;0.03;0.2;0.09;0.09;1;1;1;0.29;0.11;0.83;1;0.03;0.38;0.19;0.03;0.76;0.27;0.06;0.03;0.08;0.03;0.01;0.13;0.46;0.16;0.01;0.06;0.02;0.17;0.88
45;0;0.37;0.35;0.21;0.56;0.10;0.66;0.51;0.92;0.1;0.23;0.13;0;0.44;0.97;0.17;0.28;0.15;0.96;0.07;0.07;0.38;0.99;0.93;0.94;0.49;0.18;0;0.15;0.09;0.22;0.94;0.17;0.1;0.21;0.1;0.04;0.1;0.28;0.97;0.25;0.16;0.03;0.03;0.02;0.11;0.17;0.85;0.98;0.22;0.53;0.09;0.26;0.01;0.17;0.99;0.86;0.12;0.01;0.35;0.98;0.13;0.93;0.66;0.67;0.32;0.94;0.93;0.98;0.24;0.95;0.01;0.15;0.97;0.31;0.96;0.14;0.19;0.01;0.04;0.26;0.06;0.08;0.91;0;0.01;0.09;0.99;0.07;0.1;0.85;0.91;0.02;0.17;0.07;0.11;0.11;0.21;0.36;0.24;0.17;0.39;0.27;0.19;0.23;0.2;0.58
46;0;0.34;0.36;0.18;0.51;0.07;0.58;0.27;0.12;0.67;0.96;0.79;0.34;0.15;1;0.06;0.01;0.24;0.08;0.09;0;0.02;0.27;0.12;0.55;0.08;0.08;0.07;0.26;0.12;0.23;0.21;0.14;0.11;0.16;0.29;0.08;0.17;0.99;0.99;0.21;0.96;0.1;0.07;0.04;0.09;0;0;0.08;0.3;0.06;0;0.16;0.09;0.03;0.17;0.01;0.67;0.3;0.06;0.92;0.19;0.04;0.07;0.07;0.89;0.06;0.91;0.04;0.99;1;1;0;0.02;1;0.92;0.03;0.24;0.38;0.06;0.26;0.24;0.99;0.98;0.96;0.91;0.86;0.18;0.21;0.99;0.11;0.06;0.01;0.16;0.32;0.23;0.83;0.09;0.29;0.19;0.19;1;0.38;0.27;0.04;0.03;1
47;0;0.35;0.34;0.22;0.51;0.08;0.59;0.25;0.06;0.1;0.93;0.63;0.16;0.92;0.93;0.97;0.17;0.08;0.46;0.9;0.32;0.11;0.05;0.16;0;0.45;0.02;0.27;0.03;0.99;0.01;0.26;0.19;0.02;0.51;0;0.05;0.19;0.75;0.04;0.42;0.03;0.16;0.06;0.81;0.23;0.64;0.27;0.97;0.08;0.42;0.22;0.25;0.04;0.38;1;0.12;0.08;0.84;0.33;0.06;0.07;0.87;0.91;0.57;0.56;0.02;0.92;0.25;0.27;0.1;0.15;0.34;0.04;0.9;0.14;0.07;0.96;0.21;0.32;0.99;0.03;0.8;0.17;0.11;0.01;0.02;0.05;0.91;0.1;0.21;0.08;0.13;0.93;0.28;0.11;0.93;0.29;0.24;0.03;0.1;0.22;0.87;0.92;0.36;0.03;0.17
48;0;0.33;0.34;0.18;0.47;0.06;0.52;0.97;0.15;0.02;0.92;0.34;0.01;0.17;0.19;0.01;1;0.08;0.92;0.06;0.36;1;0.11;0.96;0.9;0.01;0.87;0.14;0.34;0.14;0.62;0.19;0.25;0.15;0.3;0.1;0.49;0.33;0.23;0.18;0.21;0.41;0.74;0.94;0.14;0.25;0.03;1;0.04;0.89;0.07;0.03;0.05;0.19;0.03;0.09;0.16;0.68;0.32;0.11;0.98;0.05;0.07;0.09;0.89;0.07;0.01;0.15;0.24;0.05;0.37;0.03;0.21;0.13;0.01;0.94;0.02;0.26;0.02;0.14;0.79;1;0.17;0.06;0.15;0.04;0.27;0.01;0.39;0.63;0.88;0.82;0.02;0.01;0.96;0.18;0.31;0.49;0.02;0.05;0.94;0.04;0.01;0.16;0.86;0.21;0.04
49;0;0.35;0.33;0.21;0.44;0.10;0.54;0.15;0;0.98;0.59;0.1;0.99;0.08;0.98;0.98;0.11;0.11;0.28;0.31;0.04;0.06;0.97;0.17;0.98;0.2;0.06;0.09;0.36;0.16;0.37;0.1;0.06;0.89;0.28;0.08;0.15;0.19;0.24;0.14;0.02;0.58;0.21;0.06;0.86;0.08;0.96;0.07;0.18;0.24;0.51;0.1;0.99;0.85;0.07;0.09;0.34;1;0.04;0.15;0.36;0.86;0.28;0.26;0.02;0.03;0.13;0.3;0.07;0.27;0.04;0.38;0.08;0.31;0.69;0.77;0.12;0.38;0.16;0.23;0.07;0.81;0.93;0.94;0.52;0.99;0.11;0.74;0.15;0;0.21;0.88;0.01;0.06;0.26;0.22;0.12;0.95;0.2;1;0.25;0.18;0.05;0.43;0.2;0.26;0.21
50;0;0.35;0.34;0.21;0.44;0.10;0.53;0.7;0.11;0.41;0.05;1;0.49;0.42;0.12;0.1;1;0.35;0.09;0.02;0.88;0.26;0.14;1;0.1;0.05;0.19;0.3;0.99;0.27;0.1;0.4;0.1;0.25;0.12;0.37;0.99;0.02;0.94;0.12;0.87;0.66;0.24;0.32;0.13;0.05;0.01;0.03;0.04;0;0.07;0.19;0.95;0.1;0.12;0.28;0;0.23;0.04;0.22;0.96;0.94;0.09;0.47;0.05;0.91;0.41;0.82;0.06;0.11;0.57;0.15;0.24;0.04;0.94;1;0.18;0.06;0.08;0.82;0.16;0.42;0.96;0.11;0.05;0.03;0.08;0.13;0.3;0.52;0.31;0.92;0.04;0.13;0.14;0.27;0.01;0.18;0.75;0.96;0.42;0.93;0;0.33;0.2;0.91;0.15
51;0;0.36;0.37;0.21;0.61;0.07;0.68;0.03;0.04;0.15;0.98;0.04;1;0.38;0.02;0.12;0.97;0.87;0.23;0.93;0.22;0.89;0.17;0.13;0.01;0.02;0.02;0.05;0.99;0.05;0.22;0.15;0.29;0.03;0.03;0.21;0.13;0.65;0.06;0.07;0.99;0.23;0.11;0.39;0.02;0.07;0.26;0.16;0.29;0.13;0.21;0.27;0.08;0.99;0.05;0.87;0.99;0.02;0.18;0.98;0.14;0.45;0.26;1;0.19;0.29;0.75;0.09;0.02;0.12;0;0.03;0.13;0.29;0.01;0.22;0.41;1;0.93;0.14;0.18;0.12;0.97;0.21;0.3;0.06;0.05;0.41;0.99;0;0.99;0.09;0.08;0;0;0.97;0.31;0.96;0.06;0.56;1;0.99;1;0.99;0.24;0.11;0.24
52;0;0.35;0.36;0.20;0.45;0.08;0.53;0.24;0.2;0.15;0.97;0.06;0.1;0.2;0.08;0.19;0.36;0.87;0.99;0.87;0.03;0.07;0.23;0.94;0.74;0.3;0.99;0.14;0.04;1;0.11;0.31;0.05;0.24;0.22;0.16;0.08;0.23;1;0.99;0.18;0.1;0.4;0.17;0.03;0.02;0.99;0.28;0.27;0;0.16;0.09;0.82;0.13;0.99;0.82;0.01;0.1;0.05;0.13;0.07;1;0.92;0.04;0.87;0.04;0.44;0.26;0.28;0.11;0.46;0.04;0.19;0.98;0.99;0.97;1;0.09;0.09;0.24;0.93;0.07;0.11;0.99;0.01;1;0.41;0.02;0.08;0.36;0.39;0;0.06;0.1;0.22;0.19;0.06;0.38;0.11;0.24;0.98;0.21;0.07;0.04;0.04;0.17;0.01
